Issue Date;Invoice;Boarding Location;Seller;PO;Operation;Customer;CNPJ/CPF;Product;Code;Qty;Tax (IPI);Net Unit Value.;Gross Unit Value.;Total without tax;Total with tax;Freight;Discount Amount;Status;Delivery Date;Notes;Cliente;Contrato
24/04/2026;9454;FORTALEZA;Samir Sarquis;4509659332;SALE ON CONSIGMENT;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR SENOIDAL ZTROON ZT1000-12 12VCC / 220VCA;9122001334;1;9,75%;1078,469;1183,619728;1078,469;1183,619728;;;Current;24/04/2026;;;
24/04/2026;9454;FORTALEZA;Samir Sarquis;4509659332;SALE ON CONSIGMENT;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;2;5,00%;258,447;271,36935;516,894;542,7387;;;Current;24/04/2026;;;
24/04/2026;9455;FORTALEZA;Samir Sarquis;4509659328;SALE ON CONSIGMENT;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;126;9,75%;1428,39;1567,658025;179977,14;197524,9112;;;Current;24/04/2026;;;
24/04/2026;9455;FORTALEZA;Samir Sarquis;4509659328;SALE ON CONSIGMENT;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR SENOIDAL ZTROON ZT1000-12 12VCC / 220VCA;9122001334;21;9,75%;1078,469;1183,619728;22647,849;24856,01428;;;Current;24/04/2026;;;
24/04/2026;9455;FORTALEZA;Samir Sarquis;4509659328;SALE ON CONSIGMENT;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;16;5,00%;258,447;271,36935;4135,152;4341,9096;;;Current;24/04/2026;;;
24/04/2026;9455;FORTALEZA;Samir Sarquis;4509659328;SALE ON CONSIGMENT;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 24VCC 45A.;9191270828;2;5,00%;876,31;920,1255;1752,62;1840,251;;;Current;24/04/2026;;;
24/04/2026;9467;FORTALEZA;Samir Sarquis;4509735055;SALE ON CONSIGMENT;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;1;9,75%;1428,39;1567,658025;1428,39;1567,658025;;;Current;24/04/2026;;;
01/04/2026;190;MANAUS;Wilton Moura;LIVPBRA0701192;RESALE;BRASCOM LTDA;24.311.178/0001-11; INVERSOR ON-GRID TRIFASICO 75KW 220V 6 MPPT AFCI - GT3-75KL11-2;GT3-75KL11R11002;1;9,75%;19716,08;21638,3978;19716,08;21638,3978;;;Current;01/04/2026;;;
10/04/2026;194;MANAUS;Wilton Moura;LIVPOLI1004219;SALE;OLIVEIRA INSTALACAO E MANUTENCAO DE ENERGIA RENOVAVEIS LTDA;27.015.580/0001-47; KIT FOTOVOLTAICO 19,6KWP;9140274586;1;0,00%;21972,4;21972,4;21972,4;21972,4;;;Current;10/04/2026;;;
16/04/2026;198;MANAUS;Wilton Moura;LIVPPAL0701233;RESALE;PALHETA ENGENHARIA LTDA;59.457.287/0001-26; INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT1 -10KT2R11004;GT1-10KT2R11004;1;0,00%;3567,2;3567,2;3567,2;3567,2;;;Current;16/04/2026;;;
22/04/2026;199;MANAUS;Wilton Moura;LIVPBSF0701234;SALE;BSF ENERGIA SOLAR LTDA;42.382.567/0001-10; KIT FOTOVOLTAICO 21KWP;9140274587;1;0,00%;22407,5;22407,5;22407,5;22407,5;;;Current;22/04/2026;;;
22/04/2026;202;MANAUS;Wilton Moura;LIVPBSF0701260;SALE;BSF ENERGIA SOLAR LTDA;42.382.567/0001-10;INVERSOR ON-GRID MONOFASICO GT1-7K5T2R11002 (GT1-7K5T2R11002);GT1-7K5T2R11002;1;9,75%;2551,25;2799,996875;2551,25;2799,996875;;;Current;22/04/2026;;;
23/04/2026;203;MANAUS;Wilton Moura;LIVPFRI0701261;SALE;FRIOTRANS COMERCIO E TRANSPORTES DE CARGAS LTDA;07.552.901/0001-35; KIT FOTOVOLTAICO 29,4KWP;9140274588;1;0,00%;33085;33085;33085;33085;;;Current;23/04/2026;;;
06/04/2026;278;MANAUS;Marcelo Leite;LIVDVIE0701193;SALE;VIENER TECNOLOGIA E INOVACAO LTDA;33.105.788/0001-50;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;105652;3;0,00%;4100;4100;12300;12300;;;Current;24/04/2026;;;
15/04/2026;281;MANAUS;Marcelo Leite;LIVDVIE0701228;SALE;VIENER TECNOLOGIA E INOVACAO LTDA;33.105.788/0001-50;INVERSOR ON-GRID MONOFASICO GT1-5KD2 220V AFCI;104937;1;0,00%;1750;1750;1750;1750;;;Current;21/04/2026;;;
11/05/2026;288;MANAUS;;LIVDSOL0701305;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0009-46; INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;104926;10;0,00%;2860;2860;28600;28600;;;Current;;;;
11/05/2026;289;MANAUS;;LIVDSOL0701311;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0006-01; INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;104926;20;0,00%;2860;2860;57200;57200;;;Current;;;;
13/05/2026;291;MANAUS;;LIVDOTS0001369;SALE;OTS IMPORTADORA E EXPORTADORA LTDA;10.216.260/0001-52; INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;104926;2;0,00%;3500;3500;7000;7000;;;Current;;;;
29/05/2026;297;MANAUS;;LIVAMA526066 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17; INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;104926;12;0,00%;2615;2615;31380;31380;;;Current;;;;
29/05/2026;298;MANAUS;;LIVAMA526092 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17; INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;104926;3;0,00%;2615;2615;7845;7845;;;Current;;;;
11/05/2026;288;MANAUS;;LIVDSOL0701305;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0009-46;INVERSOR ON-GRID MONOFASICO 5kW 220V 2 MPPT GT1-5KD2R11008;104937;15;0,00%;1520;1520;22800;22800;;;Current;;;;
11/05/2026;289;MANAUS;;LIVDSOL0701311;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0006-01;INVERSOR ON-GRID MONOFASICO 5kW 220V 2 MPPT GT1-5KD2R11008;104937;30;0,00%;1520;1520;45600;45600;;;Current;;;;
13/05/2026;291;MANAUS;;LIVDOTS0001369;SALE;OTS IMPORTADORA E EXPORTADORA LTDA;10.216.260/0001-52;INVERSOR ON-GRID MONOFASICO 5kW 220V 2 MPPT GT1-5KD2R11008;104937;2;0,00%;1550;1550;3100;3100;;;Current;;;;
29/05/2026;297;MANAUS;;LIVAMA526066 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17;INVERSOR ON-GRID MONOFASICO 5kW 220V 2 MPPT GT1-5KD2R11008;104937;96;0,00%;1545;1545;148320;148320;;;Current;;;;
29/05/2026;297;MANAUS;;LIVAMA526066 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17; INVERSOR ON-GRID MONOFASICO 6kW 220V 2 MPPT GT1-6KD2R11008;104938;144;0,00%;1570,5;1570,5;226152;226152;;;Current;;;;
11/05/2026;288;MANAUS;;LIVDSOL0701305;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0009-46; INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;105396;20;0,00%;2365;2365;47300;47300;;;Current;;;;
11/05/2026;289;MANAUS;;LIVDSOL0701311;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0006-01; INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;105396;40;0,00%;2365;2365;94600;94600;;;Current;;;;
13/05/2026;291;MANAUS;;LIVDOTS0001369;SALE;OTS IMPORTADORA E EXPORTADORA LTDA;10.216.260/0001-52; INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;105396;2;0,00%;2500;2500;5000;5000;;;Current;;;;
29/05/2026;297;MANAUS;;LIVAMA526066 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17; INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;105396;72;0,00%;2345;2345;168840;168840;;;Current;;;;
11/05/2026;288;MANAUS;;LIVDSOL0701305;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0009-46;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;105420;20;0,00%;1680;1680;33600;33600;;;Current;;;;
11/05/2026;289;MANAUS;;LIVDSOL0701311;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0006-01;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;105420;40;0,00%;1680;1680;67200;67200;;;Current;;;;
13/05/2026;291;MANAUS;;LIVDOTS0001369;SALE;OTS IMPORTADORA E EXPORTADORA LTDA;10.216.260/0001-52;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;105420;4;0,00%;2300;2300;9200;9200;;;Current;;;;
29/05/2026;297;MANAUS;;LIVAMA526066 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;105420;48;0,00%;1660;1660;79680;79680;;;Current;;;;
11/05/2026;288;MANAUS;;LIVDSOL0701305;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0009-46; INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;105649;10;0,00%;2580;2580;25800;25800;;;Current;;;;
11/05/2026;289;MANAUS;;LIVDSOL0701311;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0006-01; INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;105649;20;0,00%;2580;2580;51600;51600;;;Current;;;;
13/05/2026;291;MANAUS;;LIVDOTS0001369;SALE;OTS IMPORTADORA E EXPORTADORA LTDA;10.216.260/0001-52; INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;105649;2;0,00%;3086;3086;6172;6172;;;Current;;;;
29/05/2026;297;MANAUS;;LIVAMA526066 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17; INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;105649;12;0,00%;2381,5;2381,5;28578;28578;;;Current;;;;
29/05/2026;298;MANAUS;;LIVAMA526092 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17; INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;105649;12;0,00%;2381,5;2381,5;28578;28578;;;Current;;;;
11/05/2026;288;MANAUS;;LIVDSOL0701305;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0009-46;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;105652;5;0,00%;2995;2995;14975;14975;;;Current;;;;
11/05/2026;289;MANAUS;;LIVDSOL0701311;SALE;SOL COPERNICO DISTRIBUIDORA LTDA;39.798.207/0006-01;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;105652;18;0,00%;2995;2995;53910;53910;;;Current;;;;
29/05/2026;297;MANAUS;;LIVAMA526066 ;SALE;AMARA NET ZERO BRASIL LTDA;02.857.954/0008-17;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;105652;16;0,00%;2860,5;2860,5;45768;45768;;;Current;;;;
04/05/2026;1208;CURITIBA;;4504400021;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
19/05/2026;1317;CURITIBA;;4504431485;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
19/05/2026;1313;CURITIBA;;4504431065;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;POSTE DE FIBRA DE VIDRO 100 DAN, 7 METROS, PADRAO COPEL  RAMAL AEREO;9120819005;1;3,25%;8269,06;8537,80445;8269,06;8537,80445;;;Current;;;;
06/05/2026;1274;CURITIBA;;1341205472;RESALE;M5 ENERGIA GESTAO DE OPERACAO DE ATIVOS DE ENERGIA S.A.;61.344.336/0001-66;COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR;9121500036;6;6,50%;751,17;799,99605;4507,02;4799,9763;;;Current;;;;
11/05/2026;1286;CURITIBA;;1341205472;RESALE;M5 ENERGIA GESTAO DE OPERACAO DE ATIVOS DE ENERGIA S.A.;61.344.336/0001-66;COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR;9121500036;6;6,50%;751,1733333;799,9996;4507,04;4799,9976;;;Current;;;;
26/05/2026;4370;FORTALEZA;;;RESALE;VOLTAJE LATIN;-;INVERSOR TRIFASICO 480V ON-GRID GT3-60KQM1R12002 AFCI;9140263305;190;0,00%;5229,093316;5229,093316;993527,73;1011955,67;18427,94;;Current;;;;
11/05/2026;208;MANAUS;;LIVPPAL0701340;SALE;PALHETA ENGENHARIA LTDA;59.457.287/0001-26;KIT FOTOVOLTAICO 14,7KWP;9140274590;1;0,00%;16719,6;16719,6;16719,6;16719,6;;;Current;;;;
08/05/2026;207;MANAUS;;LIVPPAL0701335;SALE;PALHETA ENGENHARIA LTDA;59.457.287/0001-26;KIT FOTOVOLTAICO 16,1KWP;9140274591;1;0,00%;17639,6;17639,6;17639,6;17639,6;;;Current;;;;
12/05/2026;209;MANAUS;;LIVPPAL0701321;SALE;PALHETA ENGENHARIA LTDA;59.457.287/0001-26; KIT FOTOVOLTAICO 9,8KWP-7;9140274592;1;0,00%;11539,6;11539,6;11539,6;11539,6;;;Current;;;;
04/05/2026;1246;CURITIBA;;4504393739;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1249;CURITIBA;;4504393742;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1250;CURITIBA;;4504393749;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1251;CURITIBA;;4504393733;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1252;CURITIBA;;4504393874;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1253;CURITIBA;;4504393905;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1254;CURITIBA;;4504393919;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1255;CURITIBA;;4504393933;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1256;CURITIBA;;4504393946;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1257;CURITIBA;;4504394004;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1258;CURITIBA;;4504394314;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1259;CURITIBA;;4504394328;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1260;CURITIBA;;4504394343;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1261;CURITIBA;;4504394403;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1262;CURITIBA;;4504394420;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1263;CURITIBA;;4504394447;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1230;CURITIBA;;4504394479;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1231;CURITIBA;;4504394516;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1232;CURITIBA;;4504394573;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1233;CURITIBA;;4504394599;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1234;CURITIBA;;4504394615;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1235;CURITIBA;;4504394629;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1236;CURITIBA;;4504394641;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1237;CURITIBA;;4504394653;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1238;CURITIBA;;4504394670;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1264;CURITIBA;;4504394435;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1265;CURITIBA;;4504394463;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1266;CURITIBA;;4504393840;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1267;CURITIBA;;4504393857;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
05/05/2026;1268;CURITIBA;;4504393729;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1183;CURITIBA;;4504397149;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1184;CURITIBA;;4504397153;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1185;CURITIBA;;4504397159;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1186;CURITIBA;;4504397163;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1187;CURITIBA;;4504397167;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1188;CURITIBA;;4504397172;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1191;CURITIBA;;4504397182;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1192;CURITIBA;;4504399619;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1195;CURITIBA;;4504399911;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1196;CURITIBA;;4504399919;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1197;CURITIBA;;4504399927;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1272;CURITIBA;;4504399943;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1198;CURITIBA;;4504399982;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1199;CURITIBA;;4504399996;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1211;CURITIBA;;4504400002;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
04/05/2026;1270;CURITIBA;;4504400013;SALE;COPEL DISTRIBUICAO SA;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;;32034,78;32034,78;32034,78;32034,78;;;Current;;;;
